worker_id,cluster,predicted_risk,confidence,priority,skill_focus,suitable_tasks,supervision,training_priority,career_path
W00224,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00225,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00226,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00227,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00228,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00229,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00230,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00231,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00232,0,High,0.8,HIGH ATTENTION,"Critical skill remediation, Certifications renewal","Lower-risk tasks initially, Building back to complex tasks",Regular - Weekly check-ins and reviews,"Immediate skill development, Safety protocols review, Risk management training","Pause advancement, Focus on skill recovery, Mentoring support"
W00233,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00234,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00235,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00236,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00237,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00238,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00239,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00240,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00241,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00242,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00243,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00244,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00245,1,High,0.65,CRITICAL - INTERVENTION REQUIRED,"Critical skill gap closure, Immediate remediation, Intensive training","Minimal work - Training focus, Very simple, supervised tasks",Constant - 1-on-1 with experienced worker,"Immediate intensive training, Safety protocols (CRITICAL), Risk management, Incident prevention","Pause all activities, Intensive development only, Transition planning if needed"
W00246,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00247,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00248,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00249,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00250,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00251,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00252,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00253,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00254,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00255,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00256,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00257,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00258,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00259,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00260,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00261,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00262,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00263,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00264,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00265,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00266,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00267,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00268,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00269,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00270,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00271,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00272,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00273,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00274,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00275,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00276,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00277,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00278,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00279,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00280,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00281,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00282,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00283,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00284,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00285,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00286,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00287,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00288,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00289,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00290,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00291,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00292,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00293,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00294,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00295,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00296,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00297,0,High,0.8,HIGH ATTENTION,"Critical skill remediation, Certifications renewal","Lower-risk tasks initially, Building back to complex tasks",Regular - Weekly check-ins and reviews,"Immediate skill development, Safety protocols review, Risk management training","Pause advancement, Focus on skill recovery, Mentoring support"
W00298,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00299,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00300,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00301,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00302,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00303,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00304,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00305,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00306,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00307,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00308,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00309,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00310,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00311,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00312,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00313,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00314,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00315,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00316,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00317,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00318,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00319,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00320,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00321,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00322,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00323,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00324,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00325,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00326,1,Medium,0.7,URGENT DEVELOPMENT,"Urgent skill development, Competency gap closure, Certification pursuit","Simplified tasks, Skill-matched assignments only, Training roles",Close - Multiple check-ins,"Comprehensive skill training (HIGH), Safety protocols, Risk awareness training","Skill development focus, Pause advancement, Mentoring support needed"
W00327,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00328,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00329,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00330,1,Low,0.75,DEVELOP,"Foundation skill strengthening, Core competency development","Simple, well-defined tasks, Structured projects, Training assignments",Moderate - Regular check-ins,"Skill certification, Core competency training, Safety fundamentals","Structured progression path, Skill milestones, Potential advancement"
W00331,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00332,0,Low,0.95,MAINTAIN,"Advanced certifications, Specialized technical skills","Complex technical tasks, High-skill-requirement projects, Leadership roles",Minimal - Worker is highly capable,"Specialization courses, Emerging technologies, Leadership development","Senior roles, Technical leadership, Mentoring positions"
W00333,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00334,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
W00335,0,Medium,0.85,MONITOR,"Task-specific skills, Skill gap analysis","Standard technical tasks, Moderate complexity projects",Light - Spot checks and periodic reviews,"Skill gap training, Refresher courses, New technology adoption","Continued advancement, Specialized roles, Senior positions"
